"TIME","GEO","GEO_LABEL","UNIT","UNIT_LABEL","Value"
"2000","DE1","Baden-Württemberg","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","140"
"2000","DE2","Bayern","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","149"
"2000","DE2","Bayern","PPS_HAB","Purchasing power standard (PPS) per inhabitant","27 500"
"2000","DE2","Bayern","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","139"
"2000","DE3","Berlin","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","130"
"2000","DE3","Berlin","PPS_HAB","Purchasing power standard (PPS) per inhabitant","24 000"
"2000","DE3","Berlin","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","121"
"2000","DE4","Brandenburg","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","87"
"2000","DE4","Brandenburg","PPS_HAB","Purchasing power standard (PPS) per inhabitant","16 100"
"2000","DE4","Brandenburg","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","81"
"2000","DE5","Bremen","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","172"
"2000","DE5","Bremen","PPS_HAB","Purchasing power standard (PPS) per inhabitant","31 600"
"2000","DE5","Bremen","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","159"
"2000","DE6","Hamburg","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","235"
"2000","DE6","Hamburg","PPS_HAB","Purchasing power standard (PPS) per inhabitant","43 400"
"2000","DE6","Hamburg","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","219"
"2000","DE7","Hessen","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","163"
"2000","DE7","Hessen","PPS_HAB","Purchasing power standard (PPS) per inhabitant","30 100"
"2000","DE7","Hessen","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","152"
"2000","DE8","Mecklenburg-Vorpommern","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","83"
"2000","DE8","Mecklenburg-Vorpommern","PPS_HAB","Purchasing power standard (PPS) per inhabitant","15 300"
"2000","DE8","Mecklenburg-Vorpommern","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","77"
"2000","DE9","Niedersachsen","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","118"
"2000","DE9","Niedersachsen","PPS_HAB","Purchasing power standard (PPS) per inhabitant","21 800"
"2000","DE9","Niedersachsen","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","110"
"2000","DEA","Nordrhein-Westfalen","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","132"
"2000","DEA","Nordrhein-Westfalen","PPS_HAB","Purchasing power standard (PPS) per inhabitant","24 400"
"2000","DEA","Nordrhein-Westfalen","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","123"
"2000","DEB","Rheinland-Pfalz","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","118"
"2000","DEB","Rheinland-Pfalz","PPS_HAB","Purchasing power standard (PPS) per inhabitant","21 700"
"2000","DEB","Rheinland-Pfalz","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","109"
"2000","DEC","Saarland","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","121"
"2000","DEC","Saarland","PPS_HAB","Purchasing power standard (PPS) per inhabitant","22 200"
"2000","DEC","Saarland","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","112"
"2000","DED","Sachsen","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","86"
"2000","DED","Sachsen","PPS_HAB","Purchasing power standard (PPS) per inhabitant","15 900"
"2000","DED","Sachsen","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","80"
"2000","DEE","Sachsen-Anhalt","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","82"
"2000","DEE","Sachsen-Anhalt","PPS_HAB","Purchasing power standard (PPS) per inhabitant","15 100"
"2000","DEE","Sachsen-Anhalt","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","76"
"2000","DEF","Schleswig-Holstein","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","117"
"2000","DEF","Schleswig-Holstein","PPS_HAB","Purchasing power standard (PPS) per inhabitant","21 600"
"2000","DEF","Schleswig-Holstein","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","109"
"2000","DEG","Thüringen","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","83"
"2000","DEG","Thüringen","PPS_HAB","Purchasing power standard (PPS) per inhabitant","15 200"
"2000","DEG","Thüringen","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","77"
"2000","EE","Estonia","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","22"
"2000","EE","Estonia","PPS_HAB","Purchasing power standard (PPS) per inhabitant","8 200"
"2000","EE","Estonia","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","41"
"2000","EE0","Eesti","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","22"
"2000","EE0","Eesti","PPS_HAB","Purchasing power standard (PPS) per inhabitant","8 200"
"2000","EE0","Eesti","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","41"
"2000","IE","Ireland","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","144"
"2000","IE","Ireland","PPS_HAB","Purchasing power standard (PPS) per inhabitant","26 400"
"2000","IE","Ireland","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","133"
"2000","IE0","Éire/Ireland","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","144"
"2000","IE0","Éire/Ireland","PPS_HAB","Purchasing power standard (PPS) per inhabitant","26 400"
"2000","IE0","Éire/Ireland","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","133"
"2000","EL","Greece","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","67"
"2000","EL","Greece","PPS_HAB","Purchasing power standard (PPS) per inhabitant","17 100"
"2000","EL","Greece","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","86"
"2000","EL5","Voreia Ellada","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","54"
"2000","EL5","Voreia Ellada","PPS_HAB","Purchasing power standard (PPS) per inhabitant","13 900"
"2000","EL5","Voreia Ellada","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","70"
"2000","EL6","Kentriki Ellada","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","57"
"2000","EL6","Kentriki Ellada","PPS_HAB","Purchasing power standard (PPS) per inhabitant","14 600"
"2000","EL6","Kentriki Ellada","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","74"
"2000","EL3","Attiki","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","84"
"2000","EL3","Attiki","PPS_HAB","Purchasing power standard (PPS) per inhabitant","21 600"
"2000","EL3","Attiki","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","109"
"2000","EL4","Nisia Aigaiou, Kriti","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","64"
"2000","EL4","Nisia Aigaiou, Kriti","PPS_HAB","Purchasing power standard (PPS) per inhabitant","16 400"
"2000","EL4","Nisia Aigaiou, Kriti","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","83"
"2000","ES","Spain","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","80"
"2000","ES","Spain","PPS_HAB","Purchasing power standard (PPS) per inhabitant","18 900"
"2000","ES","Spain","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","95"
"2000","ES1","Noroeste (ES)","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","65"
"2000","ES1","Noroeste (ES)","PPS_HAB","Purchasing power standard (PPS) per inhabitant","15 300"
"2000","ES1","Noroeste (ES)","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","77"
"2000","ES2","Noreste (ES)","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","94"
"2000","ES2","Noreste (ES)","PPS_HAB","Purchasing power standard (PPS) per inhabitant","22 100"
"2000","ES2","Noreste (ES)","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","112"
"2000","ES3","Comunidad de Madrid","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","108"
"2000","ES3","Comunidad de Madrid","PPS_HAB","Purchasing power standard (PPS) per inhabitant","25 300"
"2000","ES3","Comunidad de Madrid","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","127"
"2000","ES4","Centro (ES)","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","65"
"2000","ES4","Centro (ES)","PPS_HAB","Purchasing power standard (PPS) per inhabitant","15 300"
"2000","ES4","Centro (ES)","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","77"
"2000","ES5","Este (ES)","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","90"
"2000","ES5","Este (ES)","PPS_HAB","Purchasing power standard (PPS) per inhabitant","21 200"
"2000","ES5","Este (ES)","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","107"
"2000","ES6","Sur (ES)","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","61"
"2000","ES6","Sur (ES)","PPS_HAB","Purchasing power standard (PPS) per inhabitant","14 300"
"2000","ES6","Sur (ES)","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","72"
"2000","ES7","Canarias (ES)","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","78"
"2000","ES7","Canarias (ES)","PPS_HAB","Purchasing power standard (PPS) per inhabitant","18 400"
"2000","ES7","Canarias (ES)","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","93"
"2000","ESZ","Extra-Regio NUTS 1","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","ESZ","Extra-Regio NUTS 1","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","ESZ","Extra-Regio NUTS 1","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FR","France","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FR","France","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FR","France","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FR1","Île de France","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FR1","Île de France","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FR1","Île de France","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRB","Centre - Val de Loire","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRB","Centre - Val de Loire","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRB","Centre - Val de Loire","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRC","Bourgogne - Franche-Comté","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRC","Bourgogne - Franche-Comté","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRC","Bourgogne - Franche-Comté","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRD","Normandie","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRD","Normandie","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRD","Normandie","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRE","Nord-Pas-de-Calais - Picardie","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRE","Nord-Pas-de-Calais - Picardie","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRE","Nord-Pas-de-Calais - Picardie","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRF","Alsace - Champagne-Ardenne - Lorraine","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRF","Alsace - Champagne-Ardenne - Lorraine","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRF","Alsace - Champagne-Ardenne - Lorraine","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRG","Pays-de-la-Loire","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRG","Pays-de-la-Loire","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRG","Pays-de-la-Loire","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRH","Bretagne","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRH","Bretagne","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRH","Bretagne","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRI","Aquitaine - Limousin - Poitou-Charentes","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRI","Aquitaine - Limousin - Poitou-Charentes","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRI","Aquitaine - Limousin - Poitou-Charentes","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRJ","Languedoc-Roussillon - Midi-Pyrénées","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRJ","Languedoc-Roussillon - Midi-Pyrénées","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRJ","Languedoc-Roussillon - Midi-Pyrénées","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRK","Auvergne - Rhône-Alpes","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRK","Auvergne - Rhône-Alpes","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRK","Auvergne - Rhône-Alpes","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRL","Provence-Alpes-Côte d'Azur","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRL","Provence-Alpes-Côte d'Azur","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRL","Provence-Alpes-Côte d'Azur","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRM","Corse","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRM","Corse","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRM","Corse","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRY","RUP FR - Régions ultrapériphériques françaises","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRY","RUP FR - Régions ultrapériphériques françaises","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRY","RUP FR - Régions ultrapériphériques françaises","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","FRZ","Extra-Regio NUTS 1","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","FRZ","Extra-Regio NUTS 1","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","FRZ","Extra-Regio NUTS 1","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","HR","Croatia","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","28"
"2000","HR","Croatia","PPS_HAB","Purchasing power standard (PPS) per inhabitant","9 700"
"2000","HR","Croatia","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","49"
"2000","HR0","Hrvatska","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","28"
"2000","HR0","Hrvatska","PPS_HAB","Purchasing power standard (PPS) per inhabitant","9 700"
"2000","HR0","Hrvatska","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","49"
"2000","IT","Italy","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","110"
"2000","IT","Italy","PPS_HAB","Purchasing power standard (PPS) per inhabitant","23 700"
"2000","IT","Italy","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","119"
"2000","ITC","Nord-Ovest","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","135"
"2000","ITC","Nord-Ovest","PPS_HAB","Purchasing power standard (PPS) per inhabitant","29 100"
"2000","ITC","Nord-Ovest","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","146"
"2000","ITH","Nord-Est","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","131"
"2000","ITH","Nord-Est","PPS_HAB","Purchasing power standard (PPS) per inhabitant","28 300"
"2000","ITH","Nord-Est","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","143"
"2000","ITI","Centro (IT)","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","122"
"2000","ITI","Centro (IT)","PPS_HAB","Purchasing power standard (PPS) per inhabitant","26 400"
"2000","ITI","Centro (IT)","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","133"
"2000","ITF","Sud","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","74"
"2000","ITF","Sud","PPS_HAB","Purchasing power standard (PPS) per inhabitant","16 000"
"2000","ITF","Sud","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","81"
"2000","ITG","Isole","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","72"
"2000","ITG","Isole","PPS_HAB","Purchasing power standard (PPS) per inhabitant","15 600"
"2000","ITG","Isole","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","79"
"2000","ITZ","Extra-Regio NUTS 1","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","ITZ","Extra-Regio NUTS 1","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","ITZ","Extra-Regio NUTS 1","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","CY","Cyprus","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","78"
"2000","CY","Cyprus","PPS_HAB","Purchasing power standard (PPS) per inhabitant","18 700"
"2000","CY","Cyprus","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","94"
"2000","CY0","Kypros","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","78"
"2000","CY0","Kypros","PPS_HAB","Purchasing power standard (PPS) per inhabitant","18 700"
"2000","CY0","Kypros","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","94"
"2000","LV","Latvia","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","18"
"2000","LV","Latvia","PPS_HAB","Purchasing power standard (PPS) per inhabitant","7 000"
"2000","LV","Latvia","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","35"
"2000","LV0","Latvija","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","18"
"2000","LV0","Latvija","PPS_HAB","Purchasing power standard (PPS) per inhabitant","7 000"
"2000","LV0","Latvija","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","35"
"2000","LVZ","Extra-Regio NUTS 1","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","LVZ","Extra-Regio NUTS 1","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","LVZ","Extra-Regio NUTS 1","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","LT","Lithuania","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","LT","Lithuania","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","LT","Lithuania","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","LT0","Lietuva","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
"2000","LT0","Lietuva","PPS_HAB","Purchasing power standard (PPS) per inhabitant",":"
"2000","LT0","Lietuva","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average",":"
"2000","LU","Luxembourg","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","266"
"2000","LU","Luxembourg","PPS_HAB","Purchasing power standard (PPS) per inhabitant","48 400"
"2000","LU","Luxembourg","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","244"
"2000","LU0","Luxembourg","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","266"
"2000","LU0","Luxembourg","PPS_HAB","Purchasing power standard (PPS) per inhabitant","48 400"
"2000","LU0","Luxembourg","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","244"
"2000","HU","Hungary","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","25"
"2000","HU","Hungary","PPS_HAB","Purchasing power standard (PPS) per inhabitant","10 400"
"2000","HU","Hungary","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","52"
"2000","HU1","Közép-Magyarország","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","39"
"2000","HU1","Közép-Magyarország","PPS_HAB","Purchasing power standard (PPS) per inhabitant","16 100"
"2000","HU1","Közép-Magyarország","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","81"
"2000","HU2","Dunántúl","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","24"
"2000","HU2","Dunántúl","PPS_HAB","Purchasing power standard (PPS) per inhabitant","9 800"
"2000","HU2","Dunántúl","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","49"
"2000","HU3","Alföld és Észak","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average","17"
"2000","HU3","Alföld és Észak","PPS_HAB","Purchasing power standard (PPS) per inhabitant","7 100"
"2000","HU3","Alföld és Észak","PPS_HAB_EU","Purchasing power standard (PPS) per inhabitant in percentage of the EU average","36"
"2000","HUZ","Extra-Regio NUTS 1","EUR_HAB_EU","Euro per inhabitant in percentage of the EU average",":"
